document_id,title,canonical_path,revision,status,owner,source_commit,legacy_names,supersedes,versioning,last_labelled_revision
PPO-PJ-09-PLAN,PJ-09 supplied staged acceptance and closeout build plan,docs/reference/project-acceptance/PPO-PJ-09-Staged-Acceptance-and-Closeout-Build-Plan-r02.md,r02,Unchanged owner-supplied functional contract; implementation evidence separate,Dean Fiedler,313ac12,,,retained-record,
PPO-PJ09-ADR,PJ-09 implementation decisions and dependency matrix,docs/decisions/ADR-0033-staged-acceptance.md,r01,Local server-backed increment; owner and hosted acceptance separate,Dean Fiedler,313ac12,,,retained-record,
PPO-PJ09-HO,PJ-09 local implementation handover,docs/delivery/pj09-staged-acceptance-handover.md,r01,Local synthetic implementation and executed component verification,Dean Fiedler,313ac12,,,retained-record,
PPO-PJ09-EVD,PJ-09 local verification and PJ09-01 to PJ09-56 traceability,docs/testing/evidence/project-acceptance-r01/README.md,r01,Executed local component evidence; parent AT and owner acceptance separate,Dean Fiedler,313ac12,,,retained-record,
PPO-EN07-PLAN,EN-07 Engineering Change-Impact Review local application build plan,docs/delivery/engineering-change-impact-review-build-plan.md,,Retained planning source supplied by the owner; issued copy under docs/reference/ui/engineering-changes; delivered status in the integration record,Dean Fiedler,1a69e93c266f6b8d5a7d25d6423b7520690ab71c,,,git,r02
PPO-EN07-INT,EN-07 Engineering Change-Impact Review application integration,docs/decisions/engineering-change-impact-review-design.md,,Implemented to desktop mockup r03 and open as draft PR #266; CI results and visual and business acceptance and technical authority remain separate,Dean Fiedler,49c7bcc,,,git,r01
PPO-EN07-EVD,EN-07 Engineering Change-Impact Review local evidence,docs/testing/evidence/engineering-changes-r01/README.md,r01,Local implementation captures against mockup r03; not a registered UI baseline and not acceptance,Dean Fiedler,49c7bcc,,,retained-record,
PPO-CS05-PLAN,CS-05 native build plan,docs/reference/facilities/PPO-CS-05-Facilities-and-Growing-Areas-Native-Build-Plan-r02.md,r02,Exact user supplied source retained unchanged,Dean Fiedler,af3f045,,,retained-record,
PPO-CS05-PROMPT,CS-05 implementation prompt,docs/reference/facilities/PPO-CS-05-Facilities-and-Growing-Areas-VS-Code-Implementation-Prompt-r02.md,r02,Exact user supplied execution contract,Dean Fiedler,af3f045,,,retained-record,
PPO-CS05-ADR,CS-05 native architecture decisions,docs/decisions/ADR-0037-cs05-facilities-native.md,r01,Authorised native increment; owner acceptance separate,Dean Fiedler,af3f045,,,retained-record,
PPO-CS05-HO,CS-05 native handover,docs/delivery/facilities-growing-areas-handover.md,r01,Implementation and exact evidence checkpoint,Dean Fiedler,af3f045,,,retained-record,
PPO-CS05-EVD,CS-05 native candidate evidence,docs/testing/evidence/cs05-native-r01/README.md,r01,Local synthetic proof; owner and device acceptance separate,Dean Fiedler,af3f045,,,retained-record,
PPO-ADR-0038,Native fertigation architecture,docs/decisions/ADR-0038-priva-fertigation-native.md,r01,Authorised native increment; acceptance separate,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-FERT-NATIVE-PLAN,Native fertigation implementation plan,docs/delivery/priva-fertigation-native-implementation-plan.md,,Source availability and delivery plan,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,git,r01
PPO-FERT-NATIVE-HO,Native fertigation delivery handover,docs/delivery/priva-fertigation-native-handover.md,r01,Implementation and verification checkpoint; no deployment,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ADR-0039,PL-01 proposal continuation and same-tab recovery,docs/decisions/ADR-0039-pl01-booking-continuation.md,r01,Implemented on isolated branch; panel design review and owner acceptance separate,Dean Fiedler,2189d0f7992448b11da8e0b99e1c0fd6402ba79d,ADR-0029 working draft (renumbered),,retained-record,
PPO-PL01-BOOKING-HO,PL-01 booking from unassigned demand handover,docs/delivery/pl01-demand-to-booking-handover.md,r01,Local verification recorded; draft PR; no deployment,Dean Fiedler,2189d0f7992448b11da8e0b99e1c0fd6402ba79d,,,retained-record,
PPO-FERT-NATIVE-MATRIX,Native fertigation acceptance matrix,docs/testing/priva-fertigation-native-matrix.csv,r01,236 conditions; executed evidence and limits,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-FERT-R02-REF,Exact Priva fertigation r02 visual reference,reference/ui/priva-fertigation-scoping-workbench-r02.html,r02,Exact user supplied reference; not native runtime,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-FERT-NATIVE-EVD,Native fertigation candidate evidence,docs/testing/evidence/fertigation-native-r01/README.md,r01,Local synthetic proof; exact limits and acceptance separate,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-FERT-ORPHAN-OPS,Native fertigation abandoned local upload maintenance,docs/delivery/priva-fertigation-orphan-cleanup.md,r01,Bounded local operator procedure; no hosted cleanup,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-AUDIT,ES-08 advanced geometry integration audit,docs/delivery/es08-geometry-audit.md,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-MAPPING,ES-08 geometry mapping register,docs/delivery/es08-geometry-mapping.md,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-FIELDS,ES-08 geometry field mapping,docs/delivery/es08-geometry-field-mapping.csv,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-CALCULATIONS,ES-08 geometry calculation mapping,docs/delivery/es08-geometry-calculation-mapping.csv,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-PLAN,ES-08 geometry native refinement plan,docs/delivery/es08-geometry-build-plan.md,,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,git,r01
PPO-ES08-GEOMETRY-PROMPT,ES-08 geometry future implementation prompt,docs/delivery/es08-geometry-implementation-prompt.md,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-ADR,ES-08 geometry architecture proposal,docs/decisions/es08-screen-geometry-study.md,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-EVIDENCE,ES-08 geometry audit evidence,docs/testing/evidence/es08-geometry-audit/README.md,r01,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-GEOMETRY-R10-REFERENCE,Greenhouse blueprint and screen calculator r10,docs/reference/ui/specialist/PPO-Greenhouse-Blueprint-and-Screen-Calculator-r10.html,r10,Audit proposal and retained reference; no native implementation or acceptance,Dean Fiedler,0c95c5af776c97374997623bd1070d9de480cf82,,,retained-record,
PPO-ES08-DESIGN-BOARD-DEC,ES-08 design board owner decision,docs/decisions/es08-design-board.md,,Owner-accepted design direction; implementation engineering and baseline acceptance separate,Dean Fiedler,7bf972cbc38a9e62fd25b1bd635c6991895d76e6,,,git,
PPO-ES08-DESIGN-BOARD-R01,ES-08 design board retained captures,docs/reference/ui/specialist/design-board-r01/README.md,r01,Retained owner-accepted design reference; not an application capture or UI baseline,Dean Fiedler,7bf972cbc38a9e62fd25b1bd635c6991895d76e6,,,retained-record,
PPO-LIVING-MASTERS,Living master documents and committed history,docs/decisions/living-master-documents.md,,User-authorised policy; verification recorded in document,Dean Fiedler,1d6011aaa3cf01ee84d68fc6b03805ee788ad0e9,,,git,
PPO-DEVELOPMENT-GUIDES,Working page guide library,docs/design/development/guides.json,,Schema 2; draft articles; review recorded separately,Dean Fiedler,1d6011aaa3cf01ee84d68fc6b03805ee788ad0e9,,,git,
PPO-CATALOGUE-REGISTER,Component catalogue register,docs/design/development/components.json,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-AI-ASSISTANCE,AI assistance patterns,docs/design/development/components/ai-assistance.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-APPLICATION-SHELL,Application shell and global navigation,docs/design/development/components/application-shell.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-APPOINTMENT,Appointment cards and readiness,docs/design/development/components/appointment.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-AREA-EDITOR,Selectable table and area editing,docs/design/development/components/area-editor.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-BUTTONS,Buttons and action links,docs/design/development/components/buttons.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-DIALOG,Modal dialogs,docs/design/development/components/dialog.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-DRAWER,Side drawers,docs/design/development/components/drawer.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-ESTIMATION-JOURNEY,Complete estimation wizard,docs/design/development/components/estimation-journey.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-FIELDS,Form controls and save states,docs/design/development/components/fields.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-FORECAST,Forecast cards,docs/design/development/components/forecast.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-FOUNDATIONS,Theme foundations,docs/design/development/components/foundations.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-FUTURE-PATTERNS,Future and innovation patterns,docs/design/development/components/future-patterns.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-GANTT,Project Gantt and list,docs/design/development/components/gantt.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-LOOKUP,Search and select a record,docs/design/development/components/lookup.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-MENU,Menus and selection popovers,docs/design/development/components/menu.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-MOBILE-FORM,Mobile form behaviour,docs/design/development/components/mobile-form.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-PLANNER,Resource scheduling lanes,docs/design/development/components/planner.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-PRODUCT-PATTERNS,Product catalogue patterns,docs/design/development/components/product-patterns.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-READ-STATE,"Loading, empty, error and recovery",docs/design/development/components/read-state.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-README,Component catalogue maintenance,docs/design/development/components/README.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-SALES-BOARD,Sales board and record cards,docs/design/development/components/sales-board.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-SALES-TABLE,Sales register table,docs/design/development/components/sales-table.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-STATUS,Status indicators,docs/design/development/components/status.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-TABS,Record navigation and panels,docs/design/development/components/tabs.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-VALIDATION,Validation and error summary,docs/design/development/components/validation.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-ROUTE-DEVELOPMENT-COMPONENT-PREVIEW,Component preview — working design reference,docs/design/development/pages/route-development-component-preview.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
PPO-CATALOGUE-COMPONENT-CATALOGUE-HANDOVER,Component catalogue delivery handover,docs/delivery/component-catalogue-handover.md,,Working master; paired visual acceptance pending,Dean Fiedler,743d58f,,,git,
ADR-0041,SH platform coordination,docs/decisions/ADR-0041-sh-platform-coordination.md,r01,Implemented; local verification recorded; CI and owner acceptance separate,Dean Fiedler,ccc2251bbba9df266cac9027ddaa9418ab9abc1d,,,retained-record,
PPO-SH-DEL,My Work and platform SH-01–SH-06 handover,docs/delivery/sh-platform-handover.md,r01,Implemented; local verification recorded; CI and owner acceptance separate,Dean Fiedler,ccc2251bbba9df266cac9027ddaa9418ab9abc1d,,,retained-record,
PPO-SH-EVID,SH platform verification evidence,docs/testing/evidence/sh-platform/README.md,r01,Implemented; local verification recorded; CI and owner acceptance separate,Dean Fiedler,ccc2251bbba9df266cac9027ddaa9418ab9abc1d,,,retained-record,
ADR-0042,Customer location workflows,docs/decisions/ADR-0042-customer-location-workflows.md,,Implemented; synthetic verification recorded; owner acceptance separate,Dean Fiedler,25170bf83008727f005e36b5603841a7b9359027,,,git,
PPO-CS-NATIVE-DEL,Customers contacts and sites native handover,docs/delivery/cs-native-completion-handover.md,,Implemented; synthetic verification recorded; owner acceptance separate,Dean Fiedler,25170bf83008727f005e36b5603841a7b9359027,,,git,
PPO-CS-NATIVE-EVID,Customers contacts and sites verification evidence,docs/testing/evidence/cs-native-completion/README.md,,Implemented; synthetic verification recorded; owner acceptance separate,Dean Fiedler,25170bf83008727f005e36b5603841a7b9359027,,,git,
PPO-CS-NATIVE-CONTRACTS,Customer location server contracts,docs/delivery/cs-native-contracts.md,,Synthetic implementation; native pages in dependent PR,Dean Fiedler,25170bf83008727f005e36b5603841a7b9359027,,,git,
PPO-HOSTED-DESIGN-DEC,Protected hosted Design and Development workspace,docs/decisions/hosted-design-workspace.md,,Authorised implementation and deployment; verification separate,Dean Fiedler,6c7df0c,,,git,
PPO-HOSTED-DESIGN-DEL,Hosted Design and Development delivery record,docs/delivery/hosted-design-workspace.md,,Implementation complete; release evidence in PR 290,Dean Fiedler,6c7df0c,,,git,
